"NOM_RBD","RBD","REGION_RBD","MATRICULADOS","PTJE_PROM","POSTULANTES","EGRESADOS_2024","PCNTJE_EGRESADOS_2024","POSTULANTES_UAI","PCNTJE_POSTULANTES_UAI","TOTAL_MUJERES_POST","PCNTJE_MUJERES_POST","POST_MUJERES_UAI","PCNTJE_POST_MUJERES_UAI","MATRICULADOS_UAI","PCNTJE_MATRICULADOS_UAI","TOTAL_MUJERES_MATRI","PCNTJE_MUJERES_MATRI","MATRI_MUJERES_UAI","PCNTJE_MATRI_MUJERES_UAI","Grupo.1..1.3.","Grupo.2..4.6.","Grupo.3..7.9.","Grupo.4..No.responde.","Otro","POST_COMPETENCIA1","PCNTJE_POST_COMPETENCIA1","POST_COMPETENCIA2","PCNTJE_POST_COMPETENCIA2","MATRI_COMPETENCIA1","PCNTJE_MATRI_COMPETENCIA1","MATRI_COMPETENCIA2","PCNTJE_MATRI_COMPETENCIA2","POST_UAI_FILTRADO","PCNTJE_POST_UAI_FILTRADO","POST_COMERCIAL","PCNTJE_COMERCIAL_POST","POST_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_POST","POST_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_POST","POST_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_POST","POST_ING_CIVIL","PCNTJE_ING_CIVIL_POST","POST_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_POST","POST_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_POST","POST_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_POST","POST_DERECHO","PCNTJE_DERECHO_POST","POST_DERECHO_UAI","PCNTJE_DERECHO_UAI_POST","POST_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_POST","POST_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_POST","POST_PSICOLOGIA","PCNTJE_PSICOLOGIA_POST","POST_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_POST","POST_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_POST","POST_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_POST","POST_PERIODISMO","PCNTJE_PERIODISMO_POST","POST_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_POST","POST_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_POST","POST_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_POST","POST_COMPT1_FILTRADO","PCNTJE_COMPT1_POST_FILTRADO","POST_COMPT2_FILTRADO","PCNTJE_COMPT2_POST_FILTRADO","MATRI_UAI_FILTRADO","PCNTJE_MATRI_UAI_FILTRADO","MATRI_COMERCIAL","PCNTJE_COMERCIAL_MATRI","MATRI_COMERCIAL_UAI","PCNTJE_COMERCIAL_UAI_MATRI","MATRI_COMERCIAL_COMPT1","PCNTJE_COMERCIAL_COMPT1_MATRI","MATRI_COMERCIAL_COMPT2","PCNTJE_COMERCIAL_COMPT2_MATRI","MATRI_ING_CIVIL","PCNTJE_ING_CIVIL_MATRI","MATRI_ING_CIVIL_UAI","PCNTJE_ING_CIVIL_UAI_MATRI","MATRI_ING_CIVIL_COMPT1","PCNTJE_ING_CIVIL_COMPT1_MATRI","MATRI_ING_CIVIL_COMPT2","PCNTJE_ING_CIVIL_COMPT2_MATRI","MATRI_DERECHO","PCNTJE_DERECHO_MATRI","MATRI_DERECHO_UAI","PCNTJE_DERECHO_UAI_MATRI","MATRI_DERECHO_COMPT1","PCNTJE_DERECHO_COMPT1_MATRI","MATRI_DERECHO_COMPT2","PCNTJE_DERECHO_COMPT2_MATRI","MATRI_PSICOLOGIA","PCNTJE_PSICOLOGIA_MATRI","MATRI_PSICOLOGIA_UAI","PCNTJE_PSICOLOGIA_UAI_MATRI","MATRI_PSICOLOGIA_COMPT1","PCNTJE_PSICOLOGIA_COMPT1_MATRI","MATRI_PSICOLOGIA_COMPT2","PCNTJE_PSICOLOGIA_COMPT2_MATRI","MATRI_PERIODISMO","PCNTJE_PERIODISMO_MATRI","MATRI_PERIODISMO_UAI","PCNTJE_PERIODISMO_UAI_MATRI","MATRI_PERIODISMO_COMPT1","PCNTJE_PERIODISMO_COMPT1_MATRI","MATRI_PERIODISMO_COMPT2","PCNTJE_PERIODISMO_COMPT2_MATRI","MATRI_COMPT1_FILTRADO","PCNTJE_COMPT1_MATRI_FILTRADO","MATRI_COMPT2_FILTRADO","PCNTJE_COMPT2_MATRI_FILTRADO","LATITUD","LONGITUD","locacion","cluster_carreras_general","cluster_vero_sf_post","cluster_vero_sf_matri","cluster_comercial_post_c5","cluster_civil_post_c2","cluster_derecho_post","cluster_derecho_matri","cluster_psicologia_post","cluster_psicologia_matri","cluster_periodismo_post","cluster_periodismo_matri","DIRECCION","COMUNA","PROVINCIA","NUMERO","REFERENCIA"
"C.E.I.A. LOS CASTANOS",1666,5,4,"672,4625",10,0,0,1,"10",8,"80",1,"12,5",0,"0",4,"100",0,"0",2,0,0,2,0,7,"70",4,"40",2,"50",1,"25",0,"0",0,"0",0,0,0,"0",6,"60",4,"40",0,0,4,"40",6,"60",1,"10",0,"0",1,"10",6,"60",2,"20",0,0,2,"20",6,"60",1,"10",0,"0",1,"10",6,"60",8,"80",0,"0",0,"0",0,"0",0,0,0,"0",1,"25",0,"0",0,0,0,"0",1,"25",0,"0",0,"0",0,"0",1,"25",0,"0",0,0,0,"0",1,"25",0,"0",0,"0",0,"0",1,"25",0,"0",0,"0",-33.021427,-71.541687,"-33.021427,-71.541687",3,5,3,0,0,7,5,2,1,1,6,"LOS CASTANOS","VIÃA DEL MAR","VALPARAÃSO",225,"ENTRE 3 Y 4 NORTE BORDEANDO EL SPORTING CLUB EN AVENIDA LOS CASTAÃOS HACIA SAUSALITO"
"C.E.I.A.PEDRO AGUIRRE CERDA",9747,13,5,"639,75",17,0,0,0,"0",8,"47,06",0,"0",0,"0",2,"40",0,"0",4,1,0,0,0,9,"52,94",1,"5,88",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",4,"23,53",0,0,1,"5,88",0,"0",0,"0",0,"0",0,"0",0,"0",1,"5,88",0,0,0,"0",0,"0",1,"5,88",0,"0",0,"0",0,"0",1,"5,88",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-33.509,-70.67393,"-33.509,-70.67393",3,4,4,0,0,4,2,3,2,5,2,"AVENIDA LO OVALLE","PEDRO AGUIRRE CERDA","SANTIAGO CENTRO",1895,"PASADO PANAMERICANA 2 CUADRAS FRENTE AVDA. VALPARAISO"
"C.EDUC.MONS.MANUEL LARRAIN ERRAZURIZ.",2785,7,39,"726,726923076923",55,0,0,1,"1,82",30,"54,55",0,"0",1,"2,56",17,"43,59",0,"0",8,3,6,17,5,16,"29,09",11,"20",3,"7,69",3,"7,69",1,"1,82",12,"21,82",0,0,1,"1,82",6,"10,91",24,"43,64",0,0,0,"0",6,"10,91",33,"60",1,"1,82",6,"10,91",7,"12,73",4,"7,27",0,0,0,"0",6,"10,91",2,"3,64",0,"0",1,"1,82",6,"10,91",8,"14,55",1,"1,82",0,"0",4,"10,26",0,0,0,"0",1,"2,56",5,"12,82",0,0,0,"0",1,"2,56",5,"12,82",0,"0",0,"0",1,"2,56",0,"0",0,0,0,"0",1,"2,56",0,"0",0,"0",0,"0",1,"2,56",0,"0",0,"0",-34.981758,-71.227737,"-34.981758,-71.227737",2,3,4,0,4,1,4,4,6,2,1,"PADRE HURTADO","CURICÃ","CURICÃ",770,"PADRE HURTADO AL FONDO AL LLEGAR AL CERRO CONDELL"
"CAMBRIDGE COLLEGE PRIMAVERA",20074,9,19,"697,815789473684",44,0,0,0,"0",18,"40,91",0,"0",0,"0",9,"47,37",0,"0",8,1,2,8,0,2,"4,55",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",6,"13,64",0,0,0,"0",0,"0",8,"18,18",0,"0",0,"0",0,"0",8,"18,18",0,0,0,"0",0,"0",2,"4,55",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"5,26",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"5,26",0,"0",0,"0",0,"0",0,"0",0,"0",-38.688301,-72.368294,"-38.688301,-72.368294",3,2,4,0,0,2,4,3,6,5,1,"AVENIDA CANADA","VILCÃN","CAUTÃN NORTE",1447,"PRIMAVERA ESTÃ A 500 METROS DE GENERAL LÃPEZ - CIUDAD PRIMAVERA VILCUN"
"CARDENAL JUAN FRANCISCO FRESNO LARRAIN",25523,13,24,"665,05",42,0,0,1,"2,38",25,"59,52",1,"4",0,"0",14,"58,33",0,"0",11,6,1,6,0,29,"69,05",5,"11,9",5,"20,83",0,"0",1,"2,38",2,"4,76",0,0,0,"0",0,"0",6,"14,29",0,0,6,"14,29",0,"0",14,"33,33",1,"2,38",1,"2,38",1,"2,38",2,"4,76",0,0,0,"0",0,"0",8,"19,05",0,"0",2,"4,76",0,"0",9,"21,43",1,"2,38",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",3,"12,5",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"4,17",0,"0",0,"0",0,"0",0,"0",0,"0",-29.9704764,-71.3121354," PERPENDICULAR A SAN GUILLERMO."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-33.620415",4,4,4,0,0,4,2,3,2,5,2,"SARGENTO MENADIER","PUENTE ALTO","CORDILLERA",2632,"VILLA SAN MIGUEL - PARALELA A EYZAGUIRRE, PERPENDICULAR A SAN GUILLERMO."
"CASABLANCA BILINGUAL SCHOOL",14643,5,11,"680,868181818182",21,0,0,0,"0",12,"57,14",0,"0",0,"0",7,"63,64",0,"0",3,1,3,4,0,16,"76,19",9,"42,86",2,"18,18",2,"18,18",0,"0",2,"9,52",0,0,1,"4,76",13,"61,9",10,"47,62",0,0,8,"38,1",13,"61,9",4,"19,05",0,"0",1,"4,76",13,"61,9",1,"4,76",0,0,0,"0",13,"61,9",0,"0",0,"0",0,"0",13,"61,9",10,"47,62",0,"0",0,"0",1,"9,09",0,0,0,"0",2,"18,18",2,"18,18",0,0,1,"9,09",2,"18,18",1,"9,09",0,"0",0,"0",2,"18,18",0,"0",0,0,0,"0",2,"18,18",0,"0",0,"0",0,"0",2,"18,18",1,"9,09",0,"0",-33.3327909,-71.3987643," PASADO EL PUENTE ESMERALDA"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-33.33321",3,5,3,0,0,7,5,1,7,1,6,"PARCELA 12 B6 RUTA F74 G","CASABLANCA","VALPARAÃSO",0,"CAMINO ALGARROBO, PASADO EL PUENTE ESMERALDA"
"CEIA JOSEFINA MENDEZ E.I.R.L.",24237,11,8,"631,46875",11,0,0,0,"0",8,"72,73",0,"0",0,"0",6,"75",0,"0",1,2,1,4,0,2,"18,18",1,"9,09",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",5,"45,45",0,"0",1,"9,09",0,"0",3,"27,27",0,0,1,"9,09",0,"0",1,"9,09",0,"0",0,"0",0,"0",2,"18,18",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"12,5",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-45.58524,-72.06512,"-45.58524,-72.06512",3,2,4,0,0,4,2,3,2,5,2,"LAS VIOLETAS","COYHAIQUE","COYHAIQUE",240,"FRENTE A INACAP COYHAIQUE. AL LADO DE `EL QUINCHO`"
"CEN.ED.INT.DE ADUL.ESTER VILLARREAL CASTILLO",532,4,11,"655,313636363636",25,0,0,0,"0",10,"40",0,"0",0,"0",5,"45,45",0,"0",4,3,3,1,0,1,"4",1,"4",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",2,"8",7,"28",0,0,0,"0",2,"8",5,"20",0,"0",0,"0",2,"8",0,"0",0,0,0,"0",2,"8",2,"8",0,"0",1,"4",2,"8",1,"4",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"9,09",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"9,09",0,"0",0,"0",0,"0",0,"0",0,"0",-29.909027,-71.24659,"-29.909027,-71.24659",3,2,4,0,0,4,2,3,2,5,2,"CALLE LAS CASAS","LA SERENA","ELQUI",850,"ENTRE CALLE BENAVENTE E INFANTE."
"CENT.DE EDUC.INTEG.DE ADULT.PUELMAPU",40206,4,3,"639,25",17,0,0,0,"0",10,"58,82",0,"0",0,"0",2,"66,67",0,"0",2,1,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",1,"5,88",0,0,0,"0",0,"0",4,"23,53",0,0,0,"0",0,"0",4,"23,53",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",NA,NA," VII. ETAPA A"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-29.919786",3,2,4,0,0,4,2,3,2,5,2,"LAS CAMELIAS","LA SERENA","ELQUI",1010,"LA FLORIDA SECTOR TRES, VII. ETAPA A"
"CENTRO DE EDUC. DE ADULTOS SANDROCK",22388,14,23,"596,865217391304",41,0,0,0,"0",26,"63,41",0,"0",0,"0",14,"60,87",0,"0",7,4,7,5,0,4,"9,76",2,"4,88",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",2,"4,88",0,0,0,"0",0,"0",18,"43,9",0,"0",0,"0",0,"0",10,"24,39",0,0,0,"0",0,"0",14,"34,15",0,"0",1,"2,44",1,"2,44",1,"2,44",1,"2,44",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",4,"17,39",0,"0",0,"0",0,"0",1,"4,35",0,0,0,"0",0,"0",3,"13,04",0,"0",0,"0",0,"0",0,"0",0,"0",-39.8097281,-73.2443184," PRIMERA CALLE HACIA EL OESTE"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-39.81233",4,2,4,0,0,4,2,3,2,5,2,"CARLOS ANWANDTER","VALDIVIA","VALDIVIA",547,"AV. ALEMANIA OBELISCO HACIA AV COSTANERA, PRIMERA CALLE HACIA EL OESTE"
"CENTRO DE EDUC. TECN.PROFESIONAL CODEDUC",9867,13,18,"672,074444444444",37,0,0,1,"2,7",22,"59,46",0,"0",0,"0",12,"66,67",0,"0",10,2,2,3,1,27,"72,97",2,"5,41",6,"33,33",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",17,"45,95",0,0,10,"27,03",0,"0",24,"64,86",0,"0",12,"32,43",1,"2,7",1,"2,7",0,0,0,"0",0,"0",3,"8,11",0,"0",2,"5,41",0,"0",24,"64,86",1,"2,7",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-33.509559,-70.747255,"-33.509559,-70.747255",3,4,1,0,0,3,2,3,2,5,2,"AVENIDA SEGUNDA TRANSVERSAL","MAIPÃ","SANTIAGO PONIENTE",1900,""
"CENTRO DE EDUC.I.ADUL.MIGUEL DE CERVANTES",20063,9,10,"624,945",26,0,0,0,"0",19,"73,08",0,"0",0,"0",8,"80",0,"0",3,2,1,4,0,0,"0",0,"0",0,"0",0,"0",0,"0",3,"11,54",0,0,0,"0",0,"0",12,"46,15",0,0,0,"0",0,"0",8,"30,77",0,"0",0,"0",0,"0",12,"46,15",0,0,0,"0",0,"0",3,"11,54",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"10",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"10",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-38.734898,-72.585205,"-38.734898,-72.585205",6,2,4,0,0,4,2,3,2,5,2,"DIEGO PORTALES","TEMUCO","CAUTÃN NORTE",655,""
"CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.",8432,12,11,"651,140909090909",15,0,0,1,"6,67",6,"40",1,"16,67",0,"0",3,"27,27",0,"0",5,2,1,3,0,5,"33,33",1,"6,67",1,"9,09",0,"0",0,"0",0,"0",0,0,0,"0",1,"6,67",4,"26,67",0,0,1,"6,67",1,"6,67",2,"13,33",0,"0",0,"0",1,"6,67",7,"46,67",0,0,1,"6,67",1,"6,67",1,"6,67",0,"0",0,"0",1,"6,67",2,"13,33",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",1,"9,09",0,0,0,"0",0,"0",1,"9,09",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",-53.159551,-70.904254,"-53.159551,-70.904254",6,2,4,0,0,4,2,3,2,5,2,"IGNACIO CARRERA PINTO","PUNTA ARENAS","MAGALLANES",781,"IGNACIO CARRERA PINTO 781"
"CENTRO DE EDUCACION DE ADULTOS",1894,5,8,"647,6625",19,0,0,0,"0",10,"52,63",0,"0",0,"0",4,"50",0,"0",7,0,0,1,0,8,"42,11",6,"31,58",2,"25",1,"12,5",0,"0",0,"0",0,0,0,"0",12,"63,16",5,"26,32",0,0,5,"26,32",12,"63,16",8,"42,11",0,"0",1,"5,26",12,"63,16",1,"5,26",0,0,1,"5,26",12,"63,16",0,"0",0,"0",0,"0",12,"63,16",7,"36,84",0,"0",0,"0",0,"0",0,0,0,"0",1,"12,5",0,"0",0,0,0,"0",1,"12,5",1,"12,5",0,"0",0,"0",1,"12,5",0,"0",0,0,0,"0",1,"12,5",0,"0",0,"0",0,"0",1,"12,5",0,"0",0,"0",-33.4440221,-70.6478704," AL LADO DE LOS MUSEOS DE RANCAGUA"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-34.173046",3,4,4,0,0,7,2,1,7,1,2,"ESTADO","RANCAGUA","CACHAPOAL",635,"UBICACIÃN CENTRAL, AL LADO DE LOS MUSEOS DE RANCAGUA"
"CENTRO DE EDUCACION DE ADULTOS",11284,6,19,"630,455263157895",43,0,0,0,"0",24,"55,81",0,"0",0,"0",12,"63,16",0,"0",5,3,6,5,0,18,"41,86",8,"18,6",0,"0",1,"5,26",0,"0",4,"9,3",0,0,0,"0",6,"13,95",3,"6,98",0,0,0,"0",6,"13,95",9,"20,93",0,"0",0,"0",6,"13,95",5,"11,63",0,0,0,"0",6,"13,95",0,"0",0,"0",0,"0",6,"13,95",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",1,"5,26",1,"5,26",0,0,0,"0",1,"5,26",0,"0",0,"0",0,"0",1,"5,26",0,"0",0,0,0,"0",1,"5,26",0,"0",0,"0",0,"0",1,"5,26",0,"0",0,"0",-33.4440221,-70.6478704," AL LADO DE LOS MUSEOS DE RANCAGUA"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",-34.173046",3,2,4,0,0,4,2,3,2,5,2,"ESTADO","RANCAGUA","CACHAPOAL",635,"UBICACIÃN CENTRAL, AL LADO DE LOS MUSEOS DE RANCAGUA"
"CENTRO DE EDUCACION DE ADULTOS CEAVI",14421,5,7,"612,478571428571",14,0,0,1,"7,14",11,"78,57",1,"9,09",0,"0",6,"85,71",0,"0",3,1,1,2,0,8,"57,14",5,"35,71",1,"14,29",2,"28,57",1,"7,14",1,"7,14",0,0,1,"7,14",5,"35,71",2,"14,29",0,0,2,"14,29",5,"35,71",8,"57,14",1,"7,14",0,"0",5,"35,71",6,"42,86",0,0,4,"28,57",5,"35,71",0,"0",0,"0",0,"0",5,"35,71",7,"50",0,"0",0,"0",0,"0",0,0,0,"0",2,"28,57",0,"0",0,0,0,"0",2,"28,57",2,"28,57",0,"0",0,"0",2,"28,57",0,"0",0,0,0,"0",2,"28,57",0,"0",0,"0",0,"0",2,"28,57",0,"0",0,"0",-33.025448,-71.54967,"-33.025448,-71.54967",6,4,3,0,0,7,5,2,1,1,6,"CALLE VALPARAISO","VIÃA DEL MAR","VALPARAÃSO",872,"ENTRE PLAZA DE VINA Y CALLE QUILLOTA"
"CENTRO DE EDUCACION INTEGRADA DE ADULTOS MONSEÑOR ALFREDO SILVA SANTIAGO",20406,8,7,"605,228571428571",14,0,0,0,"0",8,"57,14",0,"0",0,"0",5,"71,43",0,"0",4,0,0,3,0,2,"14,29",2,"14,29",0,"0",1,"14,29",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"7,14",0,0,0,"0",0,"0",2,"14,29",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",NA,NA,",",3,2,4,0,0,4,2,3,2,5,2,"","","",NA,""
